tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2022-8996,Santiago,Clay,32,A,2022-02-21,287,105487,8.0,,Facundo Bagnis,L,183.0,ARG,,106198,0.0,,Hugo Dellien,R,180.0,BOL,,6-2 6-2,3,R16,69.0,6.0,2.0,41.0,29.0,24.0,8.0,8.0,1.0,2.0,0.0,0.0,48.0,34.0,18.0,4.0,8.0,3.0,8.0,74.0,838.0,98.0,673.0
2022-8996,Santiago,Clay,32,A,2022-02-21,286,105077,2.0,,Albert Ramos,L,188.0,ESP,34.0,126535,0.0,,Carlos Taberner,R,183.0,ESP,,6-2 7-6(4),3,R16,111.0,1.0,2.0,57.0,37.0,20.0,16.0,10.0,2.0,5.0,1.0,7.0,68.0,47.0,25.0,8.0,10.0,3.0,8.0,31.0,1529.0,108.0,625.0
2022-8996,Santiago,Clay,32,A,2022-02-21,284,126214,0.0,WC,Alejandro Tabilo,L,188.0,CHI,,105952,0.0,Q,Renzo Olivo,R,180.0,ARG,,6-1 6-3,3,R32,69.0,1.0,0.0,40.0,23.0,19.0,13.0,8.0,0.0,0.0,0.0,5.0,49.0,30.0,17.0,7.0,8.0,2.0,6.0,113.0,608.0,179.0,347.0
2022-8996,Santiago,Clay,32,A,2022-02-21,283,207799,0.0,Q,Matheus Pucinelli De Almeida,U,183.0,BRA,,208029,0.0,,Holger Rune,R,185.0,DEN,,6-4 6-4,3,R32,98.0,2.0,1.0,58.0,44.0,31.0,4.0,10.0,2.0,5.0,0.0,8.0,77.0,43.0,29.0,8.0,10.0,6.0,11.0,264.0,199.0,88.0,750.0
2022-8996,Santiago,Clay,32,A,2022-02-21,282,200175,6.0,,Miomir Kecmanovic,R,183.0,SRB,,106065,0.0,,Marco Cecchinato,R,185.0,ITA,,7-5 6-1,3,R32,91.0,2.0,1.0,56.0,43.0,32.0,7.0,9.0,6.0,7.0,1.0,1.0,76.0,52.0,31.0,8.0,10.0,7.0,12.0,63.0,966.0,90.0,721.0
2022-8996,Santiago,Clay,32,A,2022-02-21,280,144719,0.0,,Jaume Munar,R,183.0,ESP,,123755,0.0,,Daniel Elahi Galan,R,191.0,COL,,6-1 6-3,3,R32,94.0,1.0,2.0,52.0,29.0,19.0,14.0,8.0,2.0,3.0,1.0,2.0,57.0,40.0,22.0,6.0,8.0,9.0,14.0,93.0,712.0,104.0,639.0
2022-8996,Santiago,Clay,32,A,2022-02-21,279,205734,0.0,WC,Thiago Seyboth Wild,R,185.0,BRA,,106044,0.0,LL,Nicolas Kicker,R,178.0,ARG,,6-4 3-6 6-4,3,R32,181.0,8.0,3.0,103.0,60.0,41.0,22.0,14.0,4.0,7.0,1.0,3.0,108.0,78.0,51.0,13.0,15.0,6.0,10.0,135.0,497.0,203.0,297.0
2022-8996,Santiago,Clay,32,A,2022-02-21,278,105870,0.0,PR,Yannick Hanfmann,R,193.0,GER,,105948,5.0,,Federico Coria,R,180.0,ARG,,3-6 6-2 6-4,3,R32,114.0,0.0,2.0,77.0,46.0,34.0,16.0,14.0,2.0,5.0,2.0,1.0,80.0,60.0,37.0,9.0,13.0,2.0,6.0,115.0,600.0,62.0,981.0
2022-8996,Santiago,Clay,32,A,2022-02-21,277,202104,7.0,,Sebastian Baez,R,170.0,ARG,,122669,0.0,,Juan Pablo Varillas,R,185.0,PER,,6-4 6-4,3,R32,94.0,1.0,3.0,59.0,43.0,32.0,9.0,10.0,2.0,3.0,4.0,1.0,63.0,31.0,21.0,17.0,10.0,3.0,6.0,78.0,821.0,117.0,592.0
2022-8996,Santiago,Clay,32,A,2022-02-21,276,106228,0.0,Q,Juan Ignacio Londero,R,180.0,ARG,,144869,0.0,,Tomas Martin Etcheverry,R,196.0,ARG,,4-6 6-4 7-5,3,R32,170.0,6.0,3.0,104.0,68.0,48.0,17.0,16.0,7.0,10.0,5.0,3.0,85.0,59.0,41.0,14.0,16.0,2.0,6.0,139.0,484.0,120.0,565.0
2022-8996,Santiago,Clay,32,A,2022-02-21,275,106329,0.0,,Thiago Monteiro,L,183.0,BRA,,111797,0.0,WC,Nicolas Jarry,R,198.0,CHI,,7-6(9) 6-4,3,R32,105.0,5.0,1.0,65.0,49.0,42.0,11.0,11.0,0.0,0.0,8.0,1.0,79.0,55.0,45.0,10.0,11.0,4.0,5.0,107.0,630.0,143.0,477.0
2022-8996,Santiago,Clay,32,A,2022-02-21,273,105487,8.0,,Facundo Bagnis,L,183.0,ARG,,126523,0.0,,Bernabe Zapata Miralles,R,185.0,ESP,,6-3 6-0,3,R32,62.0,1.0,1.0,43.0,35.0,28.0,6.0,8.0,0.0,0.0,2.0,2.0,42.0,28.0,15.0,5.0,7.0,3.0,7.0,74.0,838.0,119.0,570.0
2022-8996,Santiago,Clay,32,A,2022-02-21,272,106198,0.0,,Hugo Dellien,R,180.0,BOL,,106174,0.0,Q,Gonzalo Lama,R,180.0,CHI,,6-3 6-4,3,R32,76.0,1.0,1.0,56.0,43.0,33.0,10.0,10.0,2.0,2.0,1.0,2.0,49.0,29.0,23.0,9.0,9.0,1.0,3.0,98.0,673.0,263.0,199.0
2022-8996,Santiago,Clay,32,A,2022-02-21,271,126535,0.0,,Carlos Taberner,R,183.0,ESP,,207678,0.0,,Juan Manuel Cerundolo,L,183.0,ARG,,6-2 7-5,3,R32,127.0,4.0,0.0,92.0,63.0,42.0,14.0,10.0,8.0,9.0,1.0,5.0,54.0,33.0,19.0,12.0,10.0,0.0,4.0,108.0,625.0,79.0,821.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,300,126203,20.0,,Taylor Fritz,R,193.0,USA,,104745,4.0,,Rafael Nadal,L,185.0,ESP,,6-3 7-6(5),3,F,126.0,1.0,3.0,76.0,49.0,34.0,13.0,10.0,8.0,10.0,2.0,3.0,78.0,52.0,29.0,14.0,11.0,5.0,9.0,20.0,2010.0,4.0,6515.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,299,104745,4.0,,Rafael Nadal,L,185.0,ESP,,207989,19.0,,Carlos Alcaraz,R,185.0,ESP,,6-4 4-6 6-3,3,SF,192.0,2.0,4.0,108.0,72.0,45.0,16.0,15.0,9.0,14.0,1.0,3.0,100.0,63.0,38.0,17.0,14.0,15.0,21.0,4.0,6515.0,19.0,2056.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,298,126203,20.0,,Taylor Fritz,R,193.0,USA,,126094,7.0,,Andrey Rublev,R,188.0,RUS,,7-5 6-4,3,SF,110.0,5.0,3.0,64.0,38.0,29.0,16.0,11.0,3.0,4.0,5.0,3.0,101.0,62.0,40.0,19.0,11.0,8.0,11.0,20.0,2010.0,7.0,4590.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,297,207989,19.0,,Carlos Alcaraz,R,185.0,ESP,,111815,12.0,,Cameron Norrie,L,188.0,GBR,,6-4 6-3,3,QF,104.0,0.0,1.0,71.0,44.0,26.0,13.0,10.0,5.0,9.0,0.0,0.0,62.0,36.0,20.0,7.0,9.0,2.0,8.0,19.0,2056.0,12.0,3305.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,296,104745,4.0,,Rafael Nadal,L,185.0,ESP,,106401,0.0,WC,Nick Kyrgios,R,193.0,AUS,,7-6(0) 5-7 6-4,3,QF,166.0,10.0,7.0,102.0,67.0,52.0,17.0,17.0,3.0,5.0,12.0,5.0,107.0,58.0,44.0,26.0,17.0,2.0,4.0,4.0,6515.0,132.0,493.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,295,126203,20.0,,Taylor Fritz,R,193.0,USA,,200175,0.0,,Miomir Kecmanovic,R,183.0,SRB,,7-6(5) 3-6 6-1,3,QF,117.0,14.0,4.0,72.0,49.0,44.0,12.0,14.0,2.0,3.0,7.0,5.0,106.0,57.0,41.0,25.0,14.0,8.0,10.0,20.0,2010.0,61.0,921.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,294,126094,7.0,,Andrey Rublev,R,188.0,RUS,,105777,33.0,,Grigor Dimitrov,R,188.0,BUL,,7-5 6-2,3,QF,90.0,4.0,2.0,58.0,36.0,29.0,10.0,10.0,2.0,3.0,3.0,5.0,72.0,45.0,29.0,10.0,10.0,6.0,10.0,7.0,4590.0,35.0,1381.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,293,207989,19.0,,Carlos Alcaraz,R,185.0,ESP,,104792,26.0,,Gael Monfils,R,193.0,FRA,,7-5 6-1,3,R16,77.0,4.0,1.0,43.0,30.0,26.0,10.0,9.0,0.0,0.0,3.0,4.0,67.0,37.0,23.0,12.0,10.0,3.0,7.0,19.0,2056.0,28.0,1633.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,292,111815,12.0,,Cameron Norrie,L,188.0,GBR,,202385,0.0,,Jenson Brooksby,R,188.0,USA,,6-2 6-4,3,R16,98.0,4.0,4.0,60.0,44.0,30.0,9.0,9.0,5.0,7.0,1.0,1.0,67.0,39.0,22.0,12.0,9.0,4.0,9.0,12.0,3305.0,43.0,1153.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,291,104745,4.0,,Rafael Nadal,L,185.0,ESP,,124187,17.0,,Reilly Opelka,R,211.0,USA,,7-6(3) 7-6(5),3,R16,131.0,6.0,3.0,73.0,51.0,43.0,16.0,12.0,3.0,4.0,9.0,5.0,98.0,74.0,56.0,8.0,12.0,4.0,5.0,4.0,6515.0,17.0,2156.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,290,106401,0.0,WC,Nick Kyrgios,R,193.0,AUS,,206173,10.0,,Jannik Sinner,R,188.0,ITA,,W/O,3,R16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,493.0,10.0,3495.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,289,200175,0.0,,Miomir Kecmanovic,R,183.0,SRB,,126610,6.0,,Matteo Berrettini,R,196.0,ITA,,6-3 6-7(5) 6-4,3,R16,148.0,2.0,1.0,101.0,55.0,42.0,35.0,16.0,1.0,1.0,14.0,3.0,100.0,62.0,47.0,20.0,15.0,4.0,6.0,61.0,921.0,6.0,4928.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,288,126203,20.0,,Taylor Fritz,R,193.0,USA,,200282,29.0,,Alex De Minaur,R,183.0,AUS,23.0,3-6 6-4 7-6(5),3,R16,143.0,14.0,2.0,111.0,74.0,53.0,17.0,16.0,4.0,8.0,2.0,1.0,101.0,62.0,45.0,19.0,15.0,6.0,9.0,20.0,2010.0,31.0,1451.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,287,126094,7.0,,Andrey Rublev,R,188.0,RUS,,128034,11.0,,Hubert Hurkacz,R,196.0,POL,25.0,7-6(5) 6-4,3,R16,99.0,9.0,1.0,68.0,36.0,33.0,16.0,11.0,1.0,2.0,9.0,3.0,79.0,46.0,36.0,12.0,11.0,6.0,8.0,7.0,4590.0,11.0,3468.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,286,105777,33.0,,Grigor Dimitrov,R,188.0,BUL,,104545,23.0,,John Isner,R,206.0,USA,,6-3 7-6(6),3,R16,93.0,8.0,3.0,69.0,49.0,39.0,11.0,11.0,1.0,1.0,12.0,2.0,57.0,39.0,34.0,7.0,10.0,0.0,1.0,35.0,1381.0,23.0,1801.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,285,104792,26.0,,Gael Monfils,R,193.0,FRA,,106421,1.0,,Daniil Medvedev,R,198.0,RUS,26.0,4-6 6-3 6-1,3,R32,126.0,3.0,7.0,87.0,59.0,41.0,12.0,13.0,5.0,7.0,5.0,6.0,84.0,42.0,27.0,21.0,13.0,9.0,14.0,28.0,1633.0,1.0,8615.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,284,207989,19.0,,Carlos Alcaraz,R,185.0,ESP,,105138,15.0,,Roberto Bautista Agut,R,183.0,ESP,,6-2 6-0,3,R32,66.0,4.0,2.0,43.0,27.0,23.0,8.0,7.0,1.0,1.0,0.0,3.0,44.0,30.0,14.0,4.0,7.0,4.0,9.0,19.0,2056.0,15.0,2480.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,283,111815,12.0,,Cameron Norrie,L,188.0,GBR,,105932,18.0,,Nikoloz Basilashvili,R,185.0,GEO,30.0,3-6 6-3 6-1,3,R32,103.0,1.0,1.0,70.0,46.0,36.0,9.0,12.0,2.0,5.0,7.0,5.0,91.0,48.0,34.0,13.0,13.0,5.0,11.0,12.0,3305.0,18.0,2121.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,282,202385,0.0,,Jenson Brooksby,R,188.0,USA,,126774,5.0,,Stefanos Tsitsipas,R,193.0,GRE,,1-6 6-3 6-2,3,R32,123.0,2.0,2.0,81.0,59.0,39.0,12.0,12.0,2.0,4.0,3.0,3.0,84.0,50.0,33.0,17.0,12.0,9.0,12.0,43.0,1153.0,5.0,6325.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,281,104745,4.0,,Rafael Nadal,L,185.0,ESP,,105554,27.0,,Daniel Evans,R,175.0,GBR,,7-5 6-3,3,R32,103.0,4.0,5.0,66.0,40.0,30.0,17.0,11.0,3.0,4.0,3.0,2.0,55.0,28.0,17.0,17.0,10.0,1.0,4.0,4.0,6515.0,29.0,1542.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,280,124187,17.0,,Reilly Opelka,R,211.0,USA,,133430,13.0,,Denis Shapovalov,L,185.0,CAN,,6-7(4) 6-4 6-4,3,R32,136.0,11.0,1.0,101.0,74.0,55.0,17.0,16.0,4.0,4.0,12.0,10.0,96.0,53.0,41.0,27.0,16.0,1.0,3.0,17.0,2156.0,13.0,3020.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,279,206173,10.0,,Jannik Sinner,R,188.0,ITA,,126127,0.0,,Benjamin Bonzi,R,185.0,FRA,,7-6(5) 3-6 6-4,3,R32,157.0,12.0,1.0,113.0,70.0,50.0,18.0,16.0,6.0,10.0,5.0,4.0,105.0,55.0,36.0,29.0,15.0,10.0,13.0,10.0,3495.0,62.0,909.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,278,106401,0.0,WC,Nick Kyrgios,R,193.0,AUS,,134770,8.0,,Casper Ruud,R,183.0,NOR,,6-4 6-4,3,R32,76.0,7.0,1.0,52.0,34.0,28.0,12.0,10.0,0.0,0.0,7.0,3.0,54.0,26.0,22.0,12.0,10.0,0.0,2.0,132.0,493.0,8.0,3915.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,277,126610,6.0,,Matteo Berrettini,R,196.0,ITA,,144750,30.0,,Lloyd Harris,R,193.0,RSA,25.0,6-4 7-5,3,R32,92.0,12.0,3.0,62.0,41.0,36.0,9.0,11.0,2.0,3.0,6.0,0.0,64.0,39.0,31.0,10.0,11.0,1.0,4.0,6.0,4928.0,32.0,1393.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,276,200175,0.0,,Miomir Kecmanovic,R,183.0,SRB,,122298,0.0,,Botic Van De Zandschulp,R,188.0,NED,,7-6(3) 7-5,3,R32,107.0,7.0,1.0,62.0,37.0,29.0,21.0,12.0,1.0,2.0,7.0,2.0,84.0,50.0,33.0,18.0,12.0,2.0,4.0,61.0,921.0,47.0,1096.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,275,126203,20.0,,Taylor Fritz,R,193.0,USA,,144719,0.0,Q,Jaume Munar,R,183.0,ESP,,6-4 2-6 7-6(2),3,R32,169.0,11.0,6.0,113.0,77.0,54.0,17.0,15.0,9.0,12.0,7.0,5.0,99.0,64.0,49.0,15.0,15.0,7.0,9.0,20.0,2010.0,99.0,675.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,274,200282,29.0,,Alex De Minaur,R,183.0,AUS,23.0,126205,0.0,,Tommy Paul,R,185.0,USA,,7-6(2) 6-4,3,R32,109.0,1.0,2.0,82.0,51.0,33.0,23.0,11.0,6.0,7.0,2.0,1.0,73.0,44.0,28.0,19.0,11.0,5.0,7.0,31.0,1451.0,39.0,1252.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,273,126094,7.0,,Andrey Rublev,R,188.0,RUS,,126207,28.0,,Frances Tiafoe,R,188.0,USA,,6-3 6-4,3,R32,70.0,7.0,1.0,52.0,34.0,28.0,11.0,10.0,2.0,3.0,6.0,4.0,57.0,32.0,24.0,9.0,9.0,1.0,4.0,7.0,4590.0,30.0,1463.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,272,128034,11.0,,Hubert Hurkacz,R,196.0,POL,25.0,105449,0.0,WC,Steve Johnson,R,188.0,USA,,7-6(7) 6-3,3,R32,88.0,13.0,1.0,71.0,46.0,41.0,10.0,11.0,3.0,3.0,6.0,2.0,62.0,40.0,34.0,7.0,10.0,2.0,3.0,11.0,3468.0,115.0,594.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,271,104545,23.0,,John Isner,R,206.0,USA,,106043,14.0,,Diego Schwartzman,R,170.0,ARG,,7-5 6-3,3,R32,79.0,13.0,1.0,53.0,38.0,34.0,10.0,11.0,0.0,0.0,2.0,3.0,58.0,38.0,25.0,13.0,10.0,1.0,3.0,23.0,1801.0,14.0,2660.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,270,105777,33.0,,Grigor Dimitrov,R,188.0,BUL,,122330,31.0,,Alexander Bublik,R,196.0,KAZ,,6-3 6-4,3,R32,69.0,0.0,1.0,51.0,31.0,25.0,16.0,10.0,0.0,0.0,9.0,2.0,53.0,34.0,28.0,8.0,9.0,2.0,4.0,35.0,1381.0,33.0,1391.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,269,106421,1.0,,Daniil Medvedev,R,198.0,RUS,26.0,207830,0.0,Q,Tomas Machac,R,183.0,CZE,,6-3 6-2,3,R64,71.0,3.0,2.0,48.0,35.0,28.0,9.0,9.0,1.0,1.0,0.0,1.0,54.0,37.0,20.0,8.0,8.0,4.0,7.0,1.0,8615.0,158.0,379.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,268,104792,26.0,,Gael Monfils,R,193.0,FRA,,105936,0.0,,Filip Krajinovic,R,185.0,SRB,30.0,6-3 6-4,3,R64,68.0,13.0,4.0,60.0,29.0,26.0,18.0,10.0,1.0,1.0,3.0,0.0,46.0,27.0,21.0,11.0,9.0,2.0,4.0,28.0,1633.0,40.0,1212.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,267,207989,19.0,,Carlos Alcaraz,R,185.0,ESP,,111456,0.0,,Mackenzie Mcdonald,R,178.0,USA,,6-3 6-3,3,R64,95.0,0.0,3.0,57.0,33.0,21.0,14.0,9.0,4.0,6.0,1.0,4.0,63.0,40.0,20.0,11.0,9.0,4.0,9.0,19.0,2056.0,59.0,976.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,266,105138,15.0,,Roberto Bautista Agut,R,183.0,ESP,,200670,0.0,Q,J J Wolf,R,183.0,USA,,6-3 6-7(3) 7-6(5),3,R64,197.0,9.0,3.0,107.0,57.0,43.0,28.0,17.0,5.0,8.0,16.0,5.0,156.0,91.0,64.0,26.0,16.0,14.0,18.0,15.0,2480.0,209.0,274.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,265,111815,12.0,,Cameron Norrie,L,188.0,GBR,,124079,0.0,,Pedro Martinez,R,185.0,ESP,,6-3 6-3,3,R64,89.0,3.0,0.0,55.0,35.0,26.0,12.0,9.0,3.0,4.0,3.0,4.0,61.0,38.0,22.0,11.0,9.0,4.0,8.0,12.0,3305.0,49.0,1072.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,264,105932,18.0,,Nikoloz Basilashvili,R,185.0,GEO,30.0,104926,0.0,,Fabio Fognini,R,178.0,ITA,,W/O,3,R64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2121.0,36.0,1359.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,263,202385,0.0,,Jenson Brooksby,R,188.0,USA,,111575,25.0,,Karen Khachanov,R,198.0,RUS,,6-0 6-3,3,R64,78.0,5.0,3.0,55.0,32.0,24.0,13.0,8.0,4.0,4.0,2.0,2.0,46.0,21.0,14.0,8.0,7.0,5.0,9.0,43.0,1153.0,26.0,1680.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,262,126774,5.0,,Stefanos Tsitsipas,R,193.0,GRE,,106058,0.0,WC,Jack Sock,R,185.0,USA,,7-6(5) 3-6 7-6(5),3,R64,154.0,8.0,2.0,95.0,64.0,53.0,20.0,16.0,2.0,3.0,6.0,3.0,115.0,68.0,50.0,32.0,17.0,5.0,5.0,5.0,6325.0,147.0,429.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,261,104745,4.0,,Rafael Nadal,L,185.0,ESP,,200624,0.0,,Sebastian Korda,R,196.0,USA,,6-2 1-6 7-6(3),3,R64,149.0,5.0,8.0,98.0,61.0,37.0,19.0,13.0,7.0,11.0,3.0,2.0,87.0,45.0,28.0,20.0,14.0,2.0,6.0,4.0,6515.0,38.0,1289.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,260,105554,27.0,,Daniel Evans,R,175.0,GBR,,105948,0.0,,Federico Coria,R,180.0,ARG,,6-2 6-0,3,R64,67.0,3.0,1.0,40.0,17.0,11.0,17.0,7.0,1.0,2.0,3.0,1.0,48.0,29.0,11.0,8.0,7.0,2.0,8.0,29.0,1542.0,65.0,906.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,259,124187,17.0,,Reilly Opelka,R,211.0,USA,,207518,0.0,,Lorenzo Musetti,R,185.0,ITA,20.0,6-1 6-4,3,R64,66.0,9.0,2.0,47.0,27.0,22.0,15.0,9.0,0.0,0.0,2.0,4.0,50.0,30.0,20.0,8.0,8.0,3.0,6.0,17.0,2156.0,56.0,1000.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,258,133430,13.0,,Denis Shapovalov,L,185.0,CAN,,200221,0.0,,Alejandro Davidovich Fokina,R,183.0,ESP,,4-6 6-4 6-2,3,R64,154.0,7.0,9.0,96.0,59.0,43.0,16.0,14.0,11.0,14.0,0.0,4.0,106.0,65.0,39.0,21.0,14.0,9.0,14.0,13.0,3020.0,45.0,1115.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,257,206173,10.0,,Jannik Sinner,R,188.0,ITA,,111513,0.0,,Laslo Djere,R,188.0,SRB,,6-3 6-3,3,R64,88.0,2.0,3.0,55.0,25.0,19.0,19.0,9.0,5.0,6.0,4.0,2.0,67.0,42.0,26.0,10.0,9.0,5.0,9.0,10.0,3495.0,52.0,1041.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,256,126127,0.0,,Benjamin Bonzi,R,185.0,FRA,,132283,21.0,,Lorenzo Sonego,R,191.0,ITA,,6-3 6-4,3,R64,97.0,1.0,1.0,53.0,29.0,22.0,16.0,10.0,1.0,2.0,8.0,4.0,71.0,47.0,30.0,10.0,9.0,7.0,10.0,62.0,909.0,21.0,1937.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,255,106401,0.0,WC,Nick Kyrgios,R,193.0,AUS,,105643,32.0,,Federico Delbonis,L,190.0,ARG,,6-2 6-2,3,R64,65.0,9.0,1.0,47.0,28.0,25.0,10.0,8.0,5.0,5.0,5.0,1.0,51.0,35.0,19.0,9.0,8.0,3.0,7.0,132.0,493.0,34.0,1382.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,254,134770,8.0,,Casper Ruud,R,183.0,NOR,,111153,0.0,Q,Christopher Eubanks,R,201.0,USA,,7-6(5) 6-2,3,R64,82.0,5.0,1.0,57.0,36.0,31.0,14.0,10.0,0.0,0.0,4.0,1.0,64.0,42.0,32.0,11.0,10.0,4.0,6.0,8.0,3915.0,157.0,380.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,253,126610,6.0,,Matteo Berrettini,R,196.0,ITA,,208029,0.0,Q,Holger Rune,R,185.0,DEN,,6-3 4-6 6-4,3,R64,122.0,13.0,3.0,93.0,60.0,43.0,17.0,15.0,6.0,8.0,5.0,4.0,77.0,52.0,38.0,14.0,14.0,5.0,8.0,6.0,4928.0,86.0,750.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,252,144750,30.0,,Lloyd Harris,R,193.0,RSA,25.0,105487,0.0,,Facundo Bagnis,L,183.0,ARG,32.0,6-3 4-6 6-3,3,R64,118.0,15.0,0.0,81.0,51.0,40.0,17.0,14.0,4.0,5.0,3.0,4.0,89.0,52.0,38.0,19.0,14.0,7.0,10.0,32.0,1393.0,82.0,781.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,251,200175,0.0,,Miomir Kecmanovic,R,183.0,SRB,,105227,24.0,,Marin Cilic,R,198.0,CRO,,6-7(7) 6-3 7-6(6),3,R64,172.0,0.0,2.0,130.0,85.0,61.0,26.0,17.0,12.0,13.0,13.0,6.0,115.0,55.0,43.0,31.0,16.0,7.0,9.0,61.0,921.0,24.0,1785.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,250,122298,0.0,,Botic Van De Zandschulp,R,188.0,NED,,200000,9.0,,Felix Auger Aliassime,R,193.0,CAN,,7-6(4) 6-7(4) 6-3,3,R64,195.0,4.0,3.0,113.0,68.0,50.0,25.0,16.0,8.0,10.0,8.0,8.0,118.0,61.0,45.0,27.0,17.0,9.0,13.0,47.0,1096.0,9.0,3883.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,249,144719,0.0,Q,Jaume Munar,R,183.0,ESP,,105807,16.0,,Pablo Carreno Busta,R,188.0,ESP,,4-6 6-4 7-6(4),3,R64,178.0,7.0,12.0,112.0,73.0,46.0,19.0,16.0,7.0,11.0,2.0,3.0,115.0,78.0,53.0,15.0,16.0,7.0,11.0,99.0,675.0,16.0,2220.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,248,126203,20.0,,Taylor Fritz,R,193.0,USA,,111794,0.0,,Kamil Majchrzak,R,183.0,POL,,6-1 6-1,3,R64,57.0,8.0,3.0,43.0,18.0,14.0,16.0,7.0,1.0,1.0,1.0,2.0,45.0,25.0,16.0,4.0,7.0,6.0,11.0,20.0,2010.0,75.0,823.0
2022-0404,Indian Wells Masters,Hard,128,M,2022-03-07,247,200282,29.0,,Alex De Minaur,R,183.0,AUS,23.0,105357,0.0,LL,John Millman,R,183.0,AUS,,7-6(4) 6-3,3,R64,100.0,5.0,0.0,65.0,38.0,26.0,18.0,11.0,0.0,2.0,1.0,0.0,63.0,35.0,21.0,14.0,10.0,1.0,4.0,31.0,1451.0,77.0,818.0
