Gender,Height,Origin,Hand,Age,Aces,Double Faults,Breakpoints Won,Match Outcome
Men,195+,AUS,R,20-24,>6,4-6,9-12,Loser
Men,175-179,USA,R,20-,<=0,<=0,5-8,Loser
Men,185-189,ESP,L,35-39,4-6,<=0,5-8,Loser
Men,195+,SUI,L,25-29,4-6,1-3,5-8,Loser
Men,180-184,USA,R,40+,1-3,<=0,5-8,Loser
Men,175-179,AUS,R,40+,4-6,4-6,9-12,Loser
Men,185-189,SUI,R,30-34,1-3,1-3,9-12,Loser
Men,195+,KAZ,R,25-29,>6,1-3,1-4,Loser
Men,180-184,SUI,R,35-39,1-3,<=0,5-8,Loser
Men,195+,POL,R,25-29,4-6,<=0,1-4,Loser
Men,180-184,SWE,R,20-24,1-3,1-3,9-12,Loser
Men,185-189,DEN,R,20-,1-3,4-6,5-8,Loser
Men,195+,USA,R,20-24,1-3,<=0,1-4,Loser
Men,195+,FRA,R,25-29,>6,<=0,5-8,Loser
Men,195+,RUS,R,25-29,>6,>6,9-12,Loser
Men,180-184,FRA,R,25-29,4-6,1-3,9-12,Loser
Men,185-189,FRA,R,25-29,1-3,1-3,5-8,Loser
Men,185-189,FIN,R,20-24,4-6,<=0,5-8,Loser
Men,180-184,FRA,R,35-39,1-3,1-3,5-8,Loser
Men,185-189,ITA,R,20-24,4-6,1-3,5-8,Loser
Men,185-189,GEO,R,30-34,4-6,4-6,1-4,Loser
Men,185-189,AUT,R,25-29,1-3,<=0,5-8,Loser
Men,185-189,POR,R,30-34,<=0,<=0,1-4,Loser
Men,195+,GER,R,40+,>6,4-6,1-4,Loser
Men,180-184,FRA,L,40+,1-3,1-3,>12,Loser
Men,185-189,FRA,L,40+,>6,1-3,>12,Loser
Men,185-189,CZE,R,20-24,1-3,1-3,5-8,Loser
Men,185-189,RUS,R,25-29,1-3,4-6,5-8,Loser
Men,180-184,BEL,R,30-34,1-3,1-3,5-8,Loser
Men,170-174,FRA,L,20-24,1-3,<=0,5-8,Loser
Men,185-189,BEL,R,20-24,1-3,1-3,5-8,Loser
Men,180-184,ESP,R,25-29,1-3,1-3,5-8,Loser
Men,185-189,FRA,R,35-39,4-6,4-6,5-8,Loser
Men,185-189,CAN,L,20-24,4-6,4-6,5-8,Loser
Men,185-189,USA,R,20-24,1-3,<=0,5-8,Loser
Men,180-184,NOR,R,20-24,>6,1-3,9-12,Loser
Men,175-179,MDA,R,30-34,1-3,<=0,9-12,Loser
Men,195+,CHI,R,25-29,>6,1-3,5-8,Loser
Men,190-194,JPN,R,40+,1-3,<=0,5-8,Loser
Men,185-189,USA,R,30-34,>6,1-3,5-8,Loser
Men,180-184,ESP,R,25-29,4-6,1-3,9-12,Loser
Men,180-184,KOR,R,40+,1-3,1-3,5-8,Loser
Men,180-184,JPN,R,25-29,4-6,4-6,5-8,Loser
Men,185-189,ECU,R,30-34,1-3,1-3,5-8,Loser
Men,175-179,GBR,R,30-34,4-6,1-3,>12,Loser
Men,185-189,ESP,R,25-29,1-3,1-3,5-8,Loser
Men,180-184,AUS,R,25-29,1-3,1-3,1-4,Loser
Men,170-174,JPN,R,30-34,1-3,1-3,9-12,Loser
Men,180-184,KOR,R,40+,>6,1-3,1-4,Loser
Men,180-184,JPN,R,40+,1-3,1-3,1-4,Loser
Men,185-189,TPE,R,40+,4-6,1-3,5-8,Loser
Men,185-189,DEN,R,20-,>6,1-3,1-4,Loser
Men,185-189,ITA,R,20-24,>6,1-3,1-4,Loser
Men,185-189,ITA,R,20-24,>6,1-3,1-4,Loser
Men,185-189,AUS,R,25-29,1-3,<=0,5-8,Loser
Men,190-194,BLR,R,25-29,1-3,1-3,>12,Loser
Men,190-194,GER,R,30-34,4-6,4-6,5-8,Loser
Men,180-184,POL,R,25-29,>6,1-3,9-12,Loser
Men,185-189,POR,R,25-29,1-3,1-3,1-4,Loser
Men,185-189,ESP,L,35-39,1-3,1-3,1-4,Loser
Men,185-189,BUL,R,30-34,4-6,<=0,5-8,Loser
Men,190-194,ITA,R,25-29,>6,1-3,1-4,Loser
Men,185-189,FRA,L,40+,1-3,4-6,5-8,Loser
Men,185-189,BUL,R,40+,>6,1-3,5-8,Loser
Men,195+,GER,R,40+,>6,4-6,5-8,Loser
Men,185-189,ESP,R,30-34,4-6,1-3,9-12,Loser
Men,185-189,BIH,R,30-34,4-6,1-3,5-8,Loser
Men,175-179,ITA,R,35-39,4-6,>6,9-12,Loser
Men,185-189,GEO,R,30-34,1-3,1-3,5-8,Loser
Men,180-184,SWE,R,20-24,4-6,4-6,9-12,Loser
Men,185-189,ESP,R,25-29,1-3,1-3,1-4,Loser
Men,185-189,NED,R,25-29,>6,1-3,1-4,Loser
Men,180-184,SRB,R,30-34,1-3,<=0,9-12,Loser
Men,180-184,BUL,R,40+,4-6,1-3,5-8,Loser
Men,185-189,CZE,R,20-24,4-6,1-3,5-8,Loser
Men,175-179,LTU,R,30-34,4-6,4-6,5-8,Loser
Men,180-184,FRA,R,40+,>6,1-3,1-4,Loser
Men,195+,CRO,R,30-34,>6,4-6,5-8,Loser
Men,185-189,RUS,R,25-29,>6,4-6,5-8,Loser
Men,180-184,FRA,R,30-34,<=0,4-6,5-8,Loser
Men,190-194,CAN,R,30-34,>6,1-3,1-4,Loser
Men,195+,FRA,R,25-29,4-6,1-3,5-8,Loser
Men,195+,USA,R,25-29,>6,>6,1-4,Loser
Men,180-184,ESP,R,35-39,1-3,4-6,9-12,Loser
Men,180-184,ISR,U,25-29,1-3,1-3,5-8,Loser
Men,170-174,ARG,R,30-34,1-3,4-6,5-8,Loser
Men,195+,ARG,R,20-24,4-6,<=0,1-4,Loser
Men,185-189,FIN,R,20-24,1-3,1-3,9-12,Loser
Men,195+,USA,R,20-24,1-3,1-3,5-8,Loser
Men,185-189,NED,R,25-29,>6,1-3,9-12,Loser
Men,185-189,AUT,R,25-29,>6,1-3,>12,Loser
Men,180-184,BRA,L,25-29,1-3,1-3,5-8,Loser
Men,185-189,ISR,L,20-24,1-3,4-6,9-12,Loser
Men,185-189,NED,R,25-29,>6,1-3,5-8,Loser
Men,190-194,ROU,R,30-34,>6,1-3,1-4,Loser
Men,195+,FRA,R,25-29,>6,1-3,5-8,Loser
Men,185-189,RUS,R,25-29,>6,4-6,>12,Loser
Men,180-184,FRA,L,40+,4-6,1-3,1-4,Loser
Men,180-184,USA,R,20-24,1-3,4-6,5-8,Loser
Men,185-189,TUR,R,25-29,1-3,1-3,1-4,Loser
Men,185-189,POR,R,30-34,1-3,4-6,9-12,Loser
Men,185-189,SRB,R,20-,4-6,1-3,5-8,Loser
Men,185-189,SRB,R,25-29,>6,>6,9-12,Loser
Men,190-194,GRE,R,40+,1-3,1-3,5-8,Loser
Men,185-189,RUS,R,40+,4-6,1-3,5-8,Loser
Men,195+,RUS,R,25-29,>6,1-3,1-4,Loser
Men,180-184,FRA,L,40+,<=0,1-3,5-8,Loser
Men,195+,POL,R,25-29,>6,1-3,9-12,Loser
Men,195+,RUS,R,25-29,1-3,4-6,5-8,Loser
Men,180-184,ESP,R,40+,<=0,<=0,>12,Loser
Men,180-184,BEL,R,30-34,>6,1-3,>12,Loser
Men,190-194,CHN,R,25-29,4-6,<=0,1-4,Loser
Men,185-189,ITA,R,20-,4-6,1-3,<=0,Loser
Men,195+,KAZ,R,25-29,>6,4-6,>12,Loser
Men,195+,CRO,R,30-34,>6,4-6,5-8,Loser
Men,185-189,NED,R,25-29,1-3,1-3,5-8,Loser
Men,190-194,RUS,R,20-24,1-3,1-3,5-8,Loser
Men,185-189,FIN,R,20-24,1-3,1-3,9-12,Loser
Men,185-189,ESP,R,20-,1-3,1-3,9-12,Loser
Men,180-184,SUI,R,35-39,>6,1-3,5-8,Loser
Men,185-189,RUS,R,25-29,>6,>6,>12,Loser
Men,185-189,SRB,R,25-29,4-6,4-6,5-8,Loser
Men,180-184,KAZ,R,40+,1-3,<=0,5-8,Loser
Men,185-189,NED,R,25-29,4-6,<=0,9-12,Loser
Men,185-189,ARG,R,40+,1-3,1-3,1-4,Loser
Men,195+,GER,R,40+,>6,1-3,>12,Loser
Men,195+,USA,R,25-29,>6,>6,1-4,Loser
Men,185-189,CHI,R,25-29,1-3,<=0,5-8,Loser
Men,190-194,CAN,R,20-24,>6,>6,5-8,Loser
Men,180-184,ESP,R,20-24,1-3,1-3,9-12,Loser
Men,195+,SUI,L,25-29,1-3,<=0,9-12,Loser
Men,185-189,ESP,L,40+,1-3,<=0,5-8,Loser
Men,185-189,USA,R,40+,>6,4-6,5-8,Loser
Men,180-184,KOR,R,40+,>6,1-3,5-8,Loser
Men,185-189,CAN,L,20-24,>6,1-3,5-8,Loser
Men,185-189,ESP,R,25-29,1-3,4-6,5-8,Loser
Men,180-184,SRB,R,20-24,1-3,1-3,9-12,Loser
Men,185-189,CRO,R,25-29,1-3,<=0,1-4,Loser
Men,180-184,ESP,R,25-29,4-6,>6,>12,Loser
Men,175-179,USA,R,25-29,>6,4-6,1-4,Loser
Men,185-189,ESP,R,25-29,1-3,1-3,9-12,Loser
Men,175-179,GBR,R,30-34,4-6,1-3,5-8,Loser
Men,180-184,POL,R,25-29,>6,1-3,5-8,Loser
Men,170-174,JPN,R,30-34,<=0,1-3,9-12,Loser
Men,185-189,USA,R,20-24,1-3,<=0,5-8,Loser
Men,180-184,NOR,R,20-24,1-3,1-3,5-8,Loser
Men,195+,AUS,R,20-24,>6,1-3,5-8,Loser
Men,180-184,JPN,R,25-29,4-6,1-3,5-8,Loser
Men,180-184,AUS,R,20-24,4-6,1-3,9-12,Loser
Men,180-184,JPN,R,30-34,>6,<=0,5-8,Loser
Men,190-194,JPN,R,40+,1-3,<=0,9-12,Loser
Men,170-174,JPN,L,25-29,4-6,<=0,9-12,Loser
Men,175-179,MDA,R,30-34,4-6,4-6,9-12,Loser
Men,175-179,TPE,R,20-24,1-3,4-6,5-8,Loser
Men,<165,JPN,L,20-24,1-3,1-3,5-8,Loser
Men,180-184,AUS,R,30-34,4-6,1-3,5-8,Loser
Men,185-189,USA,R,30-34,>6,1-3,5-8,Loser
Men,195+,AUS,R,25-29,>6,1-3,1-4,Loser
Men,180-184,USA,R,20-24,1-3,1-3,9-12,Loser
Men,185-189,ITA,R,20-24,1-3,1-3,5-8,Loser
Men,180-184,SWE,R,20-24,1-3,<=0,5-8,Loser
Men,185-189,USA,R,20-24,1-3,1-3,5-8,Loser
Men,175-179,USA,R,25-29,1-3,<=0,5-8,Loser
Men,195+,KAZ,R,25-29,>6,>6,>12,Loser
Men,180-184,ESP,R,40+,1-3,<=0,5-8,Loser
Men,195+,GER,R,40+,>6,4-6,9-12,Loser
Men,180-184,TUR,U,25-29,4-6,1-3,5-8,Loser
Men,185-189,ESP,R,25-29,<=0,<=0,9-12,Loser
Men,175-179,FRA,L,20-24,1-3,1-3,1-4,Loser
Men,195+,USA,R,25-29,>6,1-3,1-4,Loser
Men,185-189,RUS,R,25-29,4-6,1-3,>12,Loser
Men,195+,ITA,R,25-29,>6,1-3,5-8,Loser
Men,185-189,HUN,R,30-34,4-6,4-6,1-4,Loser
Men,185-189,ITA,L,20-24,1-3,1-3,5-8,Loser
Men,185-189,FRA,R,35-39,1-3,1-3,5-8,Loser
Men,190-194,ITA,R,25-29,>6,1-3,1-4,Loser
Men,185-189,USA,R,20-24,4-6,1-3,>12,Loser
Men,185-189,CHI,R,25-29,1-3,<=0,5-8,Loser
Men,185-189,NED,R,25-29,4-6,<=0,1-4,Loser
Men,185-189,NED,R,25-29,1-3,1-3,9-12,Loser
Men,190-194,COL,R,25-29,1-3,1-3,>12,Loser
Men,195+,USA,R,20-24,4-6,<=0,5-8,Loser
Men,185-189,AUT,R,40+,4-6,4-6,5-8,Loser
Men,195+,FRA,R,25-29,4-6,1-3,1-4,Loser
Men,185-189,USA,R,25-29,1-3,1-3,9-12,Loser
Men,185-189,ARG,R,40+,1-3,<=0,9-12,Loser
Men,190-194,GBR,R,35-39,4-6,1-3,>12,Loser
Men,185-189,ESP,R,30-34,1-3,1-3,1-4,Loser
Men,190-194,BLR,R,25-29,1-3,1-3,>12,Loser
Men,180-184,USA,R,40+,4-6,1-3,>12,Loser
Men,185-189,ARG,R,25-29,>6,<=0,9-12,Loser
Men,180-184,ESP,R,40+,1-3,1-3,5-8,Loser
Men,180-184,FRA,R,30-34,<=0,1-3,1-4,Loser
Men,180-184,BRA,L,25-29,4-6,1-3,5-8,Loser
Men,185-189,ESP,L,40+,>6,4-6,5-8,Loser
Men,185-189,POR,R,30-34,1-3,1-3,5-8,Loser
Men,185-189,ESP,L,40+,1-3,1-3,9-12,Loser
Men,180-184,ESP,R,20-24,<=0,<=0,9-12,Loser
Men,175-179,RUS,R,40+,1-3,1-3,1-4,Loser
Men,180-184,ESP,R,25-29,1-3,1-3,9-12,Loser
Men,190-194,ESP,R,20-,1-3,4-6,9-12,Loser
Men,170-174,ARG,R,20-24,<=0,<=0,5-8,Loser
Men,180-184,ESP,R,25-29,<=0,1-3,5-8,Loser
Men,185-189,FRA,R,25-29,1-3,<=0,1-4,Loser
Men,195+,ITA,R,25-29,4-6,4-6,5-8,Loser
Men,180-184,SRB,R,20-24,1-3,<=0,9-12,Loser
Men,175-179,USA,R,25-29,4-6,1-3,9-12,Loser
Men,185-189,ESP,R,30-34,>6,1-3,5-8,Loser
Men,190-194,COL,R,25-29,1-3,<=0,9-12,Loser
Men,190-194,CHN,R,25-29,4-6,<=0,5-8,Loser
Men,190-194,JPN,R,40+,1-3,<=0,9-12,Loser
Men,175-179,ITA,R,35-39,1-3,4-6,5-8,Loser
Men,175-179,FRA,L,20-24,<=0,1-3,1-4,Loser
Men,185-189,SRB,R,25-29,1-3,<=0,1-4,Loser
Men,185-189,POR,R,25-29,1-3,4-6,5-8,Loser
Men,170-174,ARG,R,20-24,4-6,1-3,1-4,Loser
Men,180-184,ESP,R,40+,1-3,1-3,9-12,Loser
Men,185-189,ARG,R,25-29,1-3,<=0,1-4,Loser
Men,180-184,ESP,R,40+,1-3,1-3,5-8,Loser
Men,195+,FRA,R,25-29,4-6,1-3,5-8,Loser
Men,185-189,ITA,R,20-,4-6,4-6,>12,Loser
Men,195+,CRO,R,40+,>6,4-6,5-8,Loser
Men,185-189,ESP,R,25-29,1-3,1-3,5-8,Loser
Men,185-189,ESP,L,40+,1-3,1-3,9-12,Loser
Men,190-194,ITA,R,25-29,4-6,1-3,5-8,Loser
Men,185-189,HUN,R,30-34,1-3,1-3,1-4,Loser
Men,180-184,FRA,L,40+,4-6,1-3,5-8,Loser
Men,185-189,ESP,R,25-29,<=0,4-6,9-12,Loser
Men,195+,CHI,R,25-29,>6,1-3,5-8,Loser
Men,190-194,GRE,R,40+,1-3,<=0,5-8,Loser
Men,185-189,FIN,R,20-24,1-3,1-3,5-8,Loser
Men,180-184,AUS,R,20-24,1-3,1-3,>12,Loser
Men,180-184,SWE,R,40+,<=0,<=0,9-12,Loser
Men,185-189,USA,R,40+,1-3,<=0,5-8,Loser
Men,185-189,CAN,L,20-24,1-3,4-6,5-8,Loser
Men,185-189,GBR,L,25-29,4-6,4-6,5-8,Loser
Men,195+,USA,R,25-29,>6,4-6,1-4,Loser
Men,185-189,USA,R,25-29,1-3,1-3,5-8,Loser
Men,180-184,SWE,R,25-29,>6,4-6,5-8,Loser
Men,185-189,CZE,R,20-24,1-3,1-3,9-12,Loser
Men,180-184,USA,R,20-24,1-3,1-3,5-8,Loser
Men,195+,SUI,L,25-29,>6,4-6,1-4,Loser
Men,185-189,CHI,R,25-29,<=0,4-6,5-8,Loser
Men,185-189,RUS,R,40+,>6,4-6,9-12,Loser
Men,190-194,BLR,R,25-29,1-3,1-3,5-8,Loser
Men,190-194,FRA,R,25-29,>6,4-6,>12,Loser
Men,180-184,SWE,R,20-,1-3,1-3,9-12,Loser
Men,195+,GER,R,40+,>6,>6,5-8,Loser
Men,185-189,POR,R,30-34,1-3,4-6,9-12,Loser
Men,185-189,BUL,R,30-34,4-6,1-3,5-8,Loser
Men,185-189,FRA,R,25-29,4-6,1-3,5-8,Loser
Men,175-179,SVK,L,40+,1-3,4-6,9-12,Loser
Men,180-184,BRA,L,25-29,4-6,1-3,5-8,Loser
Men,175-179,AUS,R,40+,1-3,1-3,1-4,Loser
Men,195+,CZE,R,35-39,1-3,1-3,9-12,Loser
Men,195+,USA,R,20-24,1-3,1-3,1-4,Loser
Men,185-189,AUT,R,40+,4-6,<=0,5-8,Loser
Men,185-189,FRA,R,35-39,>6,1-3,1-4,Loser
Men,195+,POL,R,25-29,>6,1-3,1-4,Loser
Men,170-174,JPN,L,25-29,<=0,<=0,5-8,Loser
Men,180-184,BEL,R,30-34,>6,1-3,5-8,Loser
Men,175-179,GBR,R,30-34,1-3,1-3,5-8,Loser
Men,190-194,GBR,L,20-24,4-6,1-3,9-12,Loser
Men,185-189,ARG,R,40+,1-3,<=0,5-8,Loser
Men,195+,RUS,R,25-29,4-6,1-3,1-4,Loser
Men,180-184,ESP,R,25-29,4-6,<=0,5-8,Loser
Men,180-184,SUI,L,20-24,>6,4-6,5-8,Loser
Men,170-174,ARG,R,30-34,1-3,1-3,9-12,Loser
Men,180-184,FRA,R,30-34,<=0,<=0,5-8,Loser
Men,185-189,USA,R,20-24,1-3,1-3,5-8,Loser
Men,175-179,BEL,R,25-29,1-3,1-3,5-8,Loser
Men,195+,SUI,L,25-29,>6,1-3,9-12,Loser
Men,180-184,USA,R,40+,>6,1-3,5-8,Loser
Men,185-189,NED,R,25-29,>6,1-3,5-8,Loser
Men,185-189,NED,R,25-29,1-3,4-6,9-12,Loser
Men,180-184,SUI,R,35-39,>6,1-3,5-8,Loser
Men,185-189,NED,R,25-29,4-6,1-3,5-8,Loser
Men,185-189,DEN,R,20-,4-6,<=0,5-8,Loser
Men,185-189,ESP,R,20-,<=0,1-3,5-8,Loser
Men,180-184,ESP,R,40+,1-3,1-3,1-4,Loser
Men,185-189,ESP,R,30-34,<=0,1-3,9-12,Loser
Men,195+,KAZ,R,25-29,>6,>6,9-12,Loser
Men,195+,FRA,R,25-29,>6,1-3,1-4,Loser
Men,180-184,SUI,R,35-39,4-6,<=0,>12,Loser
Men,185-189,NED,R,25-29,1-3,4-6,5-8,Loser
Men,180-184,SUI,L,20-24,>6,1-3,5-8,Loser
Men,180-184,SRB,R,20-24,<=0,1-3,5-8,Loser
Men,185-189,ESP,L,40+,<=0,1-3,5-8,Loser
Men,185-189,FRA,L,40+,1-3,1-3,5-8,Loser
Men,175-179,SVK,L,40+,4-6,<=0,9-12,Loser
Men,190-194,GBR,R,35-39,4-6,1-3,9-12,Loser
Men,185-189,USA,R,20-24,4-6,1-3,1-4,Loser
Men,190-194,GBR,L,20-24,>6,4-6,9-12,Loser
Men,180-184,FRA,L,40+,4-6,1-3,>12,Loser
Men,195+,USA,R,25-29,>6,>6,1-4,Loser
Men,170-174,ARG,R,20-24,<=0,<=0,5-8,Loser
Men,195+,SUI,L,25-29,>6,1-3,5-8,Loser
Men,180-184,ESP,R,20-24,4-6,1-3,9-12,Loser
Men,185-189,RUS,R,40+,1-3,1-3,1-4,Loser
Men,185-189,ITA,R,20-24,>6,<=0,9-12,Loser
Men,180-184,AUS,R,20-24,1-3,1-3,5-8,Loser
Men,185-189,USA,R,20-24,1-3,1-3,9-12,Loser
Men,175-179,USA,R,25-29,4-6,1-3,9-12,Loser
Men,195+,CRO,R,30-34,>6,1-3,5-8,Loser
Men,185-189,SRB,R,25-29,4-6,1-3,5-8,Loser
Men,185-189,RUS,R,25-29,>6,1-3,9-12,Loser
Men,180-184,BEL,R,30-34,>6,1-3,1-4,Loser
Men,180-184,NOR,R,20-24,4-6,1-3,1-4,Loser
Men,185-189,CAN,L,20-24,4-6,4-6,9-12,Loser
Men,185-189,BUL,R,30-34,1-3,1-3,5-8,Loser
Men,185-189,CRO,R,25-29,1-3,1-3,1-4,Loser
Men,185-189,ITA,R,20-24,4-6,<=0,5-8,Loser
Men,180-184,USA,R,40+,4-6,<=0,5-8,Loser
Men,175-179,GBR,R,30-34,<=0,1-3,>12,Loser
Men,195+,POL,R,25-29,>6,1-3,1-4,Loser
Men,185-189,AUT,R,40+,1-3,1-3,5-8,Loser
Men,185-189,ARG,R,40+,1-3,1-3,5-8,Loser
Men,185-189,RUS,R,25-29,4-6,1-3,5-8,Loser
Men,185-189,GBR,L,25-29,1-3,1-3,1-4,Loser
Men,195+,RUS,R,25-29,1-3,1-3,5-8,Loser
Men,190-194,USA,R,40+,>6,1-3,5-8,Loser
Men,185-189,FIN,R,20-24,4-6,>6,5-8,Loser
Men,190-194,GRE,R,40+,>6,<=0,5-8,Loser
Men,185-189,GEO,R,30-34,<=0,4-6,1-4,Loser
Men,185-189,USA,R,25-29,4-6,1-3,5-8,Loser
Men,185-189,CHI,R,25-29,1-3,1-3,5-8,Loser
Men,170-174,ARG,R,30-34,<=0,1-3,9-12,Loser
Men,180-184,BRA,L,25-29,>6,<=0,5-8,Loser
Men,185-189,NED,R,25-29,4-6,4-6,1-4,Loser
Men,185-189,ARG,R,25-29,>6,1-3,9-12,Loser
Men,195+,GER,R,40+,>6,4-6,>12,Loser
Men,180-184,USA,R,20-24,>6,1-3,1-4,Loser
Men,190-194,AUT,L,20-24,1-3,1-3,9-12,Loser
Men,170-174,JPN,L,25-29,1-3,<=0,1-4,Loser
Men,185-189,USA,R,40+,>6,1-3,5-8,Loser
Men,190-194,ITA,R,25-29,1-3,1-3,5-8,Loser
Men,190-194,FRA,R,25-29,>6,1-3,1-4,Loser
Men,180-184,AUT,R,40+,4-6,1-3,9-12,Loser
Men,185-189,SRB,R,35-39,>6,1-3,1-4,Loser
Men,190-194,CAN,R,20-24,4-6,1-3,5-8,Loser
Men,190-194,GRE,R,40+,>6,1-3,5-8,Loser
Men,185-189,ESP,R,20-,1-3,1-3,1-4,Loser
Men,185-189,USA,R,40+,4-6,1-3,>12,Loser
Men,185-189,ITA,R,20-24,1-3,1-3,9-12,Loser
Men,185-189,USA,R,25-29,1-3,1-3,1-4,Loser
Men,185-189,BUL,R,30-34,1-3,1-3,5-8,Loser
Men,185-189,RUS,R,25-29,>6,<=0,1-4,Loser
Men,180-184,AUS,R,20-24,>6,1-3,5-8,Loser
Men,180-184,FRA,R,35-39,1-3,<=0,5-8,Loser
Men,195+,RUS,R,25-29,1-3,1-3,5-8,Loser
Men,180-184,NOR,R,20-24,1-3,1-3,5-8,Loser
Men,175-179,FRA,L,20-24,1-3,1-3,5-8,Loser
Men,185-189,ESP,R,30-34,1-3,<=0,9-12,Loser
Men,170-174,JPN,L,25-29,<=0,<=0,5-8,Loser
Men,175-179,ITA,R,35-39,1-3,4-6,>12,Loser
Men,195+,POL,R,25-29,>6,4-6,5-8,Loser
Men,195+,USA,R,35-39,>6,<=0,5-8,Loser
Men,195+,RUS,R,25-29,>6,1-3,9-12,Loser
Men,190-194,GBR,L,20-24,>6,1-3,5-8,Loser
Men,190-194,USA,R,25-29,>6,1-3,9-12,Loser
Men,180-184,SWE,R,40+,1-3,1-3,5-8,Loser
Men,195+,USA,R,25-29,>6,>6,5-8,Loser
Men,195+,SUI,L,25-29,4-6,1-3,1-4,Loser
Men,185-189,GEO,R,30-34,4-6,1-3,5-8,Loser
Men,185-189,FRA,R,35-39,4-6,1-3,1-4,Loser
Men,175-179,GBR,R,30-34,1-3,1-3,5-8,Loser
Men,185-189,GBR,L,25-29,4-6,4-6,5-8,Loser
Men,185-189,CAN,L,20-24,>6,>6,9-12,Loser
Men,185-189,ESP,L,35-39,4-6,1-3,5-8,Loser
Men,185-189,RUS,R,40+,>6,4-6,5-8,Loser
Men,185-189,NED,R,25-29,>6,>6,1-4,Loser
Men,185-189,FRA,R,20-,>6,4-6,>12,Loser
Men,180-184,FRA,L,40+,4-6,1-3,1-4,Loser
Men,180-184,SUI,R,35-39,1-3,<=0,1-4,Loser
Men,195+,GER,R,40+,>6,1-3,1-4,Loser
Men,195+,USA,R,20-24,>6,1-3,9-12,Loser
Men,195+,FRA,R,25-29,1-3,1-3,5-8,Loser
Men,190-194,ITA,R,25-29,>6,<=0,1-4,Loser
Men,180-184,ESP,R,20-24,1-3,4-6,9-12,Loser
Men,190-194,GBR,R,35-39,>6,>6,9-12,Loser
Men,195+,KAZ,R,25-29,>6,4-6,9-12,Loser
Men,170-174,ARG,R,30-34,<=0,4-6,5-8,Loser
Men,170-174,ARG,R,20-24,1-3,1-3,9-12,Loser
Men,185-189,ITA,R,20-24,1-3,4-6,5-8,Loser
Men,195+,CRO,R,30-34,>6,1-3,1-4,Loser
Men,190-194,FRA,R,25-29,>6,1-3,5-8,Loser
Men,175-179,SVK,L,40+,4-6,1-3,9-12,Loser
Men,185-189,USA,R,20-24,>6,1-3,5-8,Loser
Men,185-189,CRO,R,25-29,>6,<=0,1-4,Loser
Men,180-184,SRB,R,20-24,<=0,1-3,5-8,Loser
Men,185-189,ESP,L,40+,1-3,4-6,9-12,Loser
Men,185-189,ARG,R,40+,1-3,4-6,9-12,Loser
Men,180-184,ESP,R,40+,1-3,4-6,9-12,Loser
Men,185-189,CZE,R,20-24,4-6,<=0,1-4,Loser
Men,190-194,GBR,L,20-24,>6,4-6,5-8,Loser
Men,180-184,SUI,L,20-24,1-3,<=0,1-4,Loser
Men,180-184,ITA,R,20-24,>6,4-6,1-4,Loser
Men,180-184,ITA,R,20-24,4-6,1-3,5-8,Loser
Men,185-189,CZE,R,20-24,4-6,1-3,9-12,Loser
Men,185-189,ITA,R,20-24,1-3,<=0,9-12,Loser
Men,175-179,TPE,R,20-24,<=0,1-3,5-8,Loser
Men,185-189,ITA,R,20-24,>6,1-3,1-4,Loser
Men,175-179,TPE,R,20-24,1-3,4-6,1-4,Loser
Men,190-194,GBR,L,20-24,>6,1-3,5-8,Loser
Men,175-179,TPE,R,20-24,<=0,<=0,5-8,Loser
Men,180-184,NOR,R,20-24,4-6,1-3,5-8,Loser
Men,185-189,RUS,R,25-29,>6,<=0,1-4,Loser
Men,190-194,USA,R,25-29,>6,1-3,1-4,Loser
Men,180-184,NOR,R,20-24,4-6,<=0,1-4,Loser
Men,185-189,ESP,L,35-39,1-3,4-6,1-4,Loser
Men,185-189,ESP,L,35-39,>6,4-6,9-12,Loser
Men,190-194,CAN,R,20-24,>6,1-3,1-4,Loser
Men,190-194,USA,R,25-29,>6,<=0,5-8,Loser
Men,190-194,CAN,R,20-24,>6,1-3,5-8,Loser
Men,195+,RUS,R,25-29,>6,1-3,1-4,Loser
Men,190-194,GRE,R,40+,>6,1-3,5-8,Loser
Men,190-194,GRE,R,40+,>6,<=0,1-4,Loser
Men,195+,RUS,R,25-29,>6,>6,9-12,Loser
Men,195+,RUS,R,25-29,>6,1-3,5-8,Loser
Men,185-189,RUS,R,25-29,>6,1-3,1-4,Loser
Men,185-189,CZE,R,20-24,1-3,1-3,1-4,Loser
Men,180-184,CZE,R,20-24,1-3,4-6,9-12,Loser
Men,175-179,CZE,U,40+,<=0,1-3,5-8,Loser
Men,195+,AUS,R,25-29,4-6,1-3,5-8,Loser
Men,185-189,HUN,R,30-34,1-3,4-6,9-12,Loser
Men,180-184,HUN,R,20-24,4-6,1-3,1-4,Loser
Men,190-194,FIN,R,20-24,>6,1-3,9-12,Loser
Men,185-189,BEL,R,20-24,>6,<=0,5-8,Loser
Men,185-189,FIN,R,20-24,1-3,<=0,1-4,Loser
Men,190-194,FIN,R,20-24,>6,1-3,5-8,Loser
Men,180-184,CAN,R,30-34,1-3,1-3,>12,Loser
Men,180-184,CAN,R,30-34,1-3,1-3,5-8,Loser
Men,190-194,ROU,R,30-34,1-3,4-6,5-8,Loser
Men,190-194,ROU,R,30-34,1-3,4-6,9-12,Loser
Men,185-189,ECU,R,30-34,4-6,<=0,5-8,Loser
